1, 0.4183333333333334, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.4183333333333334, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.435, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.435, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.40166666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.40166666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.35833333333333334, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.35833333333333334, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.40166666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.40166666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.4316666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.4316666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.43833333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.43833333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.21333333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.21333333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.5133333333333333, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.5133333333333333, 1, 0.0, 0.0, 0.0, 0.39, 0.8300000000000001, 1, 0.0
1, 0.405, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.405, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
1, 0.21333333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.21333333333333335, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.49666666666666665, 1, 0.0, 0.0, 0.0, 0.39, 0.97, 1, 0.0
1, 0.3716666666666667, 1, 0.0, 0.0, 0.0, 0.39, 0.91, 1, 0.0
1, 0.4183333333333334, 1, 0.0, 0.0, 0.0, 0.39, 0.85, 1, 0.0
