1, 0.38833333333333336, 1, 0.33499999999999996, 0.5700000000000001, 0.5900000000000001, 0.3740909090909091, 0.485, 1, 0.0
1, 0.385, 1, 0.33499999999999996, 0.55, 0.5900000000000001, 0.3740909090909091, 0.485, 1, 0.69
1, 0.3166666666666667, 1, 0.73, 0.69, 0.0, 0.36204545454545456, 0.77, 1, 0.0
1, 0.4666666666666667, 1, 0.445, 0.91, 0.75, 0.38, 0.76, 1, 0.99
1, 0.2966666666666667, 1, 0.0, 0.0, 0.5700000000000001, 0.3593181818181818, 0.72, 1, 0.95
1, 0.39166666666666666, 1, 0.0, 0.69, 0.5900000000000001, 0.37681818181818183, 0.375, 1, 0.0
1, 0.37833333333333335, 1, 0.0, 0.0, 0.65, 0.34204545454545454, 0.8300000000000001, 1, 0.0
1, 0.4933333333333333, 1, 0.74, 0.0, 0.55, 0.3881818181818182, 0.265, 1, 0.0
1, 0.34, 1, 0.95, 0.81, 0.0, 0.36613636363636365, 0.0, 1, 0.55
1, 0.36, 1, 0.355, 0.89, 0.8300000000000001, 0.3665909090909091, 0.81, 1, 0.0
1, 0.34833333333333333, 1, 0.0, 0.6699999999999999, 0.69, 0.3804545454545455, 0.77, 1, 0.81
1, 0.4833333333333333, 1, 0.94, 0.79, 0.5700000000000001, 0.3695454545454545, 0.81, 1, 0.93
1, 0.32833333333333337, 1, 0.245, 0.63, 0.0, 0.3809090909090909, 0.395, 1, 0.0
1, 0.48666666666666664, 1, 0.87, 0.97, 0.0, 0.37636363636363634, 0.0, 1, 0.89
1, 0.5333333333333333, 1, 0.92, 0.69, 0.0, 0.3781818181818182, 0.0, 1, 0.0
1, 0.34500000000000003, 1, 0.78, 0.0, 0.5700000000000001, 0.38545454545454544, 0.0, 1, 0.51
1, 0.4416666666666667, 1, 0.72, 0.5900000000000001, 0.0, 0.35795454545454547, 0.0, 1, 0.73
1, 0.24666666666666667, 1, 0.66, 0.0, 0.77, 0.3840909090909091, 0.475, 1, 0.97
1, 0.4183333333333334, 1, 0.485, 0.81, 0.0, 0.37022727272727274, 0.0, 1, 0.93
1, 0.405, 1, 0.325, 0.0, 0.81, 0.3684090909090909, 0.0, 1, 0.0
1, 0.27666666666666667, 1, 0.485, 0.65, 0.8300000000000001, 0.38136363636363635, 0.375, 1, 0.0
1, 0.38833333333333336, 1, 0.41500000000000004, 0.0, 0.85, 0.3725, 0.74, 1, 0.97
1, 0.36500000000000005, 1, 0.69, 0.69, 0.5900000000000001, 0.37772727272727274, 0.0, 1, 0.8300000000000001
1, 0.37833333333333335, 1, 0.0, 0.8300000000000001, 0.63, 0.37681818181818183, 0.8300000000000001, 1, 0.0
1, 0.24166666666666664, 1, 0.0, 0.0, 0.91, 0.3790909090909091, 0.0, 1, 0.0
1, 0.2966666666666667, 1, 0.495, 0.0, 0.81, 0.35659090909090907, 0.0, 1, 0.5900000000000001
1, 0.38166666666666665, 1, 0.345, 0.69, 0.0, 0.3740909090909091, 0.89, 1, 0.0
1, 0.3616666666666667, 1, 0.445, 0.0, 0.0, 0.37636363636363634, 0.325, 1, 0.73
1, 0.27999999999999997, 1, 0.98, 0.0, 0.81, 0.3629545454545455, 0.75, 1, 0.0
1, 0.35833333333333334, 1, 0.0, 0.87, 0.0, 0.3781818181818182, 0.0, 1, 0.61
