[0.435, 0.21875, 0.32794117647058824, 0.4788732394366197, 0.41320949432404536, 0.4524694889397407, 0.5939584877687175, 0.5730994152046783, 0.595189144736842, 0.4354440789473684, 0.39983291562238926, 0.4221014492753623, 0.5751781798245614, 0.5817622414244566]
[0.435, 0.22291666666666668, 0.3284313725490196, 0.4762787249814677, 0.41372549019607846, 0.4517067124332571, 0.5653570546083518, 0.5864566719829877, 0.5958744517543859, 0.39418859649122806, 0.37167919799498744, 0.4282036613272311, 0.5744243421052632, 0.5411757004451427]
[0.65, 0.3458333333333334, 0.3916666666666666, 0.4598468000988386, 0.4476264189886481, 0.4078947368421052, 0.5087101556708672, 0.5443248272195641, 0.49280427631578944, 0.5413240131578947, 0.35964912280701755, 0.3824847444698703, 0.5286458333333334, 0.4302827965435978]
[0.485, 0.4, 0.3889705882352941, 0.4528663207314059, 0.45041279669762635, 0.40779938977879476, 0.5180998270323696, 0.38536682615629986, 0.6048519736842105, 0.6030701754385964, 0.36507936507936506, 0.4157131960335621, 0.5760690789473684, 0.5473291437549097]
[0.37000000000000005, 0.35000000000000003, 0.3299019607843137, 0.3909686187299234, 0.4165634674922601, 0.4162376048817697, 0.5977884852977514, 0.5379452418926104, 0.5690104166666666, 0.5293996710526315, 0.3895572263993316, 0.4231025934401221, 0.5505071271929824, 0.5194422623723489]
[0.125, 0.20208333333333334, 0.35612745098039217, 0.44489745490486776, 0.4437564499484004, 0.44865560640732266, 0.5652335063009637, 0.5322301967038808, 0.5069901315789473, 0.5437911184210527, 0.3616959064327485, 0.41466437833714714, 0.582922149122807, 0.49286462424718513]
[0.385, 0.3666666666666667, 0.40637254901960784, 0.42407956510995803, 0.45211558307533545, 0.42372234935163994, 0.4678156659253769, 0.5567517278043593, 0.5775082236842105, 0.6018366228070176, 0.35889724310776944, 0.3994088482074752, 0.5528371710526315, 0.44723749672689184]
[0.25, 0.34166666666666673, 0.41617647058823526, 0.45404002965159374, 0.42549019607843136, 0.4591914569031274, 0.480355819125278, 0.5179425837320574, 0.5718887061403508, 0.46319901315789475, 0.3822472848788638, 0.4174294431731502, 0.4316748903508772, 0.4761717727153705]
[0.34, 0.4166666666666667, 0.3752450980392157, 0.4715221151470225, 0.3284313725490196, 0.40889588100686497, 0.45126019273535956, 0.5564859117490696, 0.5557154605263157, 0.4388706140350877, 0.360609857978279, 0.3668001525553013, 0.3921326754385965, 0.46091908876669285]
[0.385, 0.3458333333333334, 0.46642156862745093, 0.38232023721275027, 0.37621259029927756, 0.4061784897025171, 0.4578082530269335, 0.5651913875598086, 0.5936814692982456, 0.538171600877193, 0.38734335839598993, 0.3856788710907704, 0.5241913377192982, 0.5325346949463211]
